,rank,songid,title,artist,like,release_date,genre,lyric
1451,1452,33359223,If you,heyden,4972,2021.03.20,"R&B/Soul, 인디음악","I used to be a loner in the backseat
Looking at my phone
like I’m not listening
Ain’t nobody call me on my phone
Nobody is gonna knocking on my door
You used to be a good girl
in the backseat
Everybody loves you
‘cause you’re pretty
She’s got lotta friends around her too
I can’t even come close to her no
Where can I see
your world ‘cause I need
Something that holds me
I know we all get lonely
If you are falling I’ll be here for you
Like you did for me
when I was lonely
I used to be a loner in the backseat
Looking at my phone
like I’m not listening
ain’t nobody call me on my phone
Nobody is gonna knocking on my door
You used to be a good girl
in the backseat
Everybody loves you
‘cause you’re pretty
She’s got lotta friends around her too
I can’t even come close to her no
Where can I see your world
‘cause I need
Something that holds me
I know we all get lonely
If you are falling I’ll be here for you
Like you did for me when I was lonely
When I was lonely
If you didn’t save me
Would’ve ran away from it
As long as you are here with me
Tried to find the best of me
And I’m glad you dragged me
Out of this dark for me
This one is just for you
I used to be a loner in the backseat
Looking at my phone
like I’m not listening
ain’t nobody call me on my phone
Nobody is gonna knocking on my door
You used to be a good girl
in the backseat
Everybody loves you
‘cause you’re pretty
She’s got lotta friends around her too
I can’t even come close to her no"
1452,1453,36583686,여름을 좋아하는 이유,윤딴딴,4162,2023.07.04,"인디음악, 포크/블루스","그릴 바베큐 여섯 날개 선풍기
무더위 한줄기 ATM
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유

한여름 밤의 크리스마스 같은 하얀 눈이
내 입 안 가득 흘러내리네
뜨거운 만큼 시원함을 느낄 수 있는
반전의 매력을 가진 계절이야

그릴 바베큐 여섯 날개 선풍기
무더위 한줄기 ATM
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유
빙 둘러앉아 벌칙 걸린 게임에
무더위 한 잔을 원샷
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유

어제 먹다 남은 음식을 꺼내서
전자렌지에 돌려보다가
냄새 한 번 맡고
이리도 빨리 쉬어버렸나

그릴 바베큐 여섯 날개 선풍기
무더위 한줄기 ATM
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유
빙 둘러앉아 벌칙 걸린 게임에
무더위 한 잔을 원샷
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유

그릴 바베큐 여섯 날개 선풍기
무더위 한줄기 ATM
괜히 모든 게 낭만 있네
여름을 내가 좋아하는 이유"
1453,1454,622112,날개,못 (Mot),24157,2004.06.18,"인디음악, 록/메탈","우린 떨어질 것을 알면서도
더 높은 곳으로만 날았지
처음 보는 세상은
너무 아름답고 슬펐지
우린 부서질 것을 알면서도
더 높은 곳으로만 날았지
함께 보낸 날들은
너무 행복해서 슬펐지
우린 차가운 바람에
아픈 날개를 서로 숨기고
약속도 다짐도 없이
시간이 멈추기만 바랬어
우린 부서질 것을 알면서도
더 높은 곳으로만 날았지
함께 보낸 날들은
너무 행복해서 슬펐지
우린 서툰 날갯짓에 지친
어깨를 서로 기대고
깨지 않는 꿈 속에서
영원히 꿈꾸기만 바랬어
우린 떨어질 것을 알면서도
더 높은 곳으로만 날았지
처음 보는 세상은
너무 아름답고 슬펐지"
1454,1455,33077065,그땐 어렸고 미안했다고 말해,안다은,6835,2020.11.20,"발라드, 인디음악","다른 사람 생겼다는 게
그게 뭐라고 덜컥 겁이 났는지
나밖에 모를 거란 생각에
나만 바보였지 뭐
그래 넌 거기까진데
항상 바라고 원했던 건 나였어
너는 그저 그렇게
시간만이 흐르길 바랐어
어쩌면 우리 우연히라도 마주친다면
그땐 어렸고
미안했다고 말해 말해
사실 나에겐 네가 처음이라서
더 아픈 걸까
수줍었었던 그때 우리가
자꾸만 떠올라
어떻게 해야 내 시린
가슴이 괜찮아질까
하나부터 열까지 우린 왜 그랬을까
어쩌면 우리 우연히라도 마주친다면
그땐 어렸고
미안했다고 말해 말해
사실 나에겐 네가 처음이라서
더 아픈 걸까
수줍었었던 그때 우리가
자꾸만 떠올라
좋았던 시간도
다퉜던 날들도
이젠
추억으로 남겨야겠지
그래 우리가 끝이라는 걸
잘 알고 있지만
그리웠었고 행복했다고 말해 말해
다신 우리가 돌아갈 순 없지만
너무 보고 싶어
수줍었었던 그때 우리가
자꾸만 떠올라"
1455,1456,36579323,푸르던 (Feat. soo),조프 (JOPH),454,2023.07.02,"R&B/Soul, 인디음악","그렇게 나에게 떠밀려
머물러도 돼요
차가운 그대 온도가
식을 때까지
여전히 기다릴 수 있어
이대로도
가득 찬 그대는
나를 새겨낼 틈이 없어
난 또 같은 자리만 맴돌며
이렇게 서성이겠지만
난 그대의 파도가 되었죠
그대에겐 일렁일까요
소리 없이 난
반짝일 테지만
조용한 물결에
떠밀려 주세요
무심히 부서뜨려줘요
투명함이 물들기 전
난 더 아파할게 분명해요
이렇게 반복할 테지만
난 그대의 파도가 되었죠
그대에겐 일렁일까요
소리 없이 난
반짝일 테지만
조용한 물결에
떠밀려 주세요
그대 앞에서 난
한없이 작은 파도인지
끄떡없는 이 밤
대답 없는 고요함
밀려온 너와
꽉 잡은 나
그 푸르던
그 시절 우리는
그대 앞에서 난
한없이 작은 파도인지
끄떡없는 이 밤
대답 없는 고요함
밀려온 너와
꽉 잡은 나
그 푸르던
그 시절 우리는"
1456,1457,37921458,Easy,오닐 (ONiLL),105,2024.08.25,"R&B/Soul, 인디음악","will I ever fall in love again
thinking love has always been the hardest thing
and that’s what others say you just can’t help yourself that’s how it is
well nothing ever seemed to work out for me
I been busy dealing with doubt
that I’d never find anyone in my life

oh baby you make love look so easy
I give you everything and you do it the same way
I never thought I’d really find someone
to truly love forever

thinking of you once
thinking of you twice
and I’m sinking in the thoughts
till the sunny skies are gone
we be on the phone
till the night’s over
wishing it was long enough
to make us out of words
you will never know how crazy I’m about you
you’re the ocean that I wanna dive into
living in a dream that has finally come true
living in a dream that has finally come true

oh baby you make love look so easy
I give you everything and you do it the same way
I never thought I’d really find someone
to truly love forever

it’s been so many years and
I finally found you here
still can’t believe while I’m holding your hand
you see the endless ocean
let’s go find what’s beyond the sea

oh baby you make love look so easy
I give you everything and you do it the same way
I never thought I’d really find someone
to truly love forever"
1457,1458,38054901,가끔 생각나는 사람,윤현상,629,2024.10.02,"R&B/Soul, 인디음악","벌써 네가 보고 싶나 봐
사실은 몇 년이 지나서
그 표현도 낡아졌는데

이젠 넌 너와 많이 닮은 그 사람과
함께 있는 그 모습이 참 익숙해 보여

우린 참 파랗고 아무것도 겁날 게 없었어
서로를 위해 살아가는 것 희미했던 약속 아래
너무 소중했었던 기억들
넣어두었다가 이유도 없이 문득 생각난

누구나 한 번쯤 가지고 있는 
가끔 생각나는 사람
아마도 가슴 한 켠에 많이 남아서
이렇게 떠올리게 돼도
괜찮아 어차피 넌
가끔 생각나는 사람

우린 참 어렸고 모든 걸 다 가진 것 같았어
찬란히 빛나던 우리 꿈도
함께 했던 약속 아래
모두 여전히 넌 내 맘속에 있지만
꺼내볼 순 없을 것 같아
이유도 없이 문득 생각난

누구나 한 번쯤 가지고 있는
가끔 생각나는 사람
아마도 가슴 한 켠에 많이 남아서
이렇게 떠올리게 돼도
괜찮아 어차피 넌 가끔 생각나는

누구나 한 번쯤 가지고 있는
가끔 생각나는 사람
아마도 가슴 한 켠에 많이 남아서
이렇게 떠올리게 돼도
괜찮아 어차피 넌
가끔 생각나는 사람"
1458,1459,38041194,사랑 놀이,민수,771,2024.09.27,"R&B/Soul, 인디음악","잊을 수 없는 
그날 밤 너의 달콤한 말 
믿고 싶었어 
못된 사랑도 좋아 
바보 같은 난 
또 네 전화를 피하지 못해 
아무도 모르는 슬픈 love 

그날 밤 너는 
내게 오지 말았어야 해 
우린 사랑 말고 친구 정도로 
아무 의미 없는 
차가운 입맞춤에
끝이 보이는 놀인
여기까지 

잊을 수 없는 
그날 밤 너의 달콤한 말 
믿고 싶었어 
못된 사랑도 좋아 
바보 같은 난 
또 네 전화를 피하지 못해 
아무도 모르는 슬픈 love 

뚜루뚜뚜루 외로운 사랑 놀이 
뚜루뚜뚜루 그냥 해본 소리 
뚜루뚜뚜루 외로운 사람 둘이 
아무도 모르는 슬픈 love 

아무도 몰라야만 
하는 xx 같은 밤  
후회할 걸 알면서도 
오늘은 괜찮아

We lost everything please stop this 
맞아 네 말이 
우린 더 망가질 거야
이렇게 같이 

잊을 수 없는 
그날 밤 너의 달콤한 말 
믿고 싶었어 
못된 사랑도 좋아 
바보 같은 난 
또 네 전화를 피하지 못해 
아무도 모르는 슬픈 love 

넌 내게 말해줬지 
어차피 사랑 같은 건 없다고 
그러니 괜찮다고 
보고 싶은 맘이 피어나도 티 낼 수 없는 난 
너를 또 기다려 

뚜루뚜뚜루 외로운 사랑 놀이 
뚜루뚜뚜루 그냥 해본 소리 
뚜루뚜뚜루 외로운 사람 둘이 
아무도 모르는 슬픈 love"
1459,1460,5711462,고백,어쿠루브,28988,2015.05.27,"인디음악, 포크/블루스","널 보면 웃음이나
널 보면 힘이 생겨
너는 이런 내 맘 혹시 알기는 알까
널 보기전 내 모습
많은 고민들이 보여
너를 보는 순간
거짓말 처럼 사라져
혹시 너 나와 같다면
다가와줘 정말이지
WOO i love u
너에게 말하고 싶은데
그 순간을 못 잡겠어
woo 널 많이 사랑해
내 모든걸 줄게
이제 말해 볼래 내 할 말을 전할래
널 상상 하는 걸로도
난 행복해 바보 같지
WOO 넌 가끔 나에게
작은 상처를 주지
그래도 난 널 좋아해
WOO 사랑해 이 말론
전부 표현이 안돼
오늘 따라 네가 유난히 보고 싶다
WOO i love u
너에게 말하고 싶은데
그 순간을 못 잡겠어
woo 널 많이 사랑해
내 모든걸 줄게
이제 말해 볼래 내 할 말을 전할래"
1460,1461,36936459,Lunch Time,오월오일 ( 五月五日 ),2510,2023.11.05,"인디음악, 록/메탈","좋아한다
말 한마디 못하고는
내가 잘못했나
생각이 나
어제 내가 진심을
아 그거 때문인가
분명히 난
생각이 나
어제에 넌
나와 다른 마음이었다고
우우우우
우우우우
어젯밤 하늘 아래
너와 내 맘이 통했나
고민해 잠시 너와의
시간이 올 수 있을까
분명히 난
생각이 나
너와 내가
서로 같은 마음이었다고
우우우우
우우우우
라라라 라라라
바람이 불어올 때
아름다운 꿈이라
라라라 라라라
시간이 지날수록
멀어지는 네가 될까 봐
It’s too late but i like you
Would you like to meet at lunchtime
피곤해 죽겠어
아주 그냥 어제도
잠을 못 잔 게 그렇게 한이야
아직도 모르겠어 나는 그냥
어제도 아무 말 못 한 바보란 말이야
커다란 하늘 아래
푸른 게 맘에 들었나
서로 멍하니 보다
동시에 말을 꺼낸다
분명히 난
생각이 나
너와 내가
서로 같은 맘이었다고
라라라 라라라
바람이 불어올 때 아름다운 꿈이라
라라라 라라라
시간이 지날수록 멀어지는 네가 될까 봐
It’s too late but i like you
Would you like to meet at lunchtime
라라라 라라라
바람이 불어올 때 아름다운 꿈이라
라라라 라라라
시간이 지날수록 멀어지는 네가 될까 봐
It’s too late but i like you
Would you like to meet at lunchtime"
1461,1462,38402255,세상에서 가장 슬픈 이야기,초코와 바닐라,200,2024.12.29,"발라드, 인디음악","끝나지 않은 이야기
끝나지 않을 그 이야기
언제나 내 맘 한편엔 
그대 자리가 남아있는데 

다른 사랑을 한다 해도 
나의 모습이 흐려져도 
그댈 향한 이 꿈들은  
끝나지 않게 해줘요 

나 아닌 다른 어떤 누구도 
나만큼 그대를 
사랑할 수 없을 거라던
내 말을 기억하나요

두려울 만큼 아름답던 그날이 
매일 나와 살고 있는 것 같아 
마주하던 순간에 숨이 멎던
그때 난 나를 알았죠 

수많은 만남이 나를 찾아오고  
많은 이별은 받아들여져도 
혼자서도 놓지 못하는 이 사랑 
그 사랑하게 될 나라는 걸 


수많은 그대 마음 조각들 중에
단 한 조각뿐이라도
내가 있기를
나의 매일이 소망해요

두려울 만큼 아름답던 그날이 
매일 나와 살고 있는 것 같아 
마주하던 순간에 숨이 멎던
그때 난 나를 알았죠 

수많은 만남이 나를 찾아오고  
그 많은 이별은 받아들여져도 
혼자서도 놓지 못하는 이 사랑 
그 사랑하게 될 나라는 걸 

어쩌면 모두 잊고 싶은 내 맘이
내가 바라는 모습일지 몰라
모든 기억을 잃기 전엔 다시
그댈 사랑할 나라서

우리의 마지막을 정할 수 없고
가장 슬프게 막이 내린 대도
오직 너만이 전부였던 그런 사랑
그 사랑을 알려줘서
정말 고마웠다고 말하고 싶어"
1462,1463,30753538,Piss On Me (Feat. DEAN & punchnello),2xxx,16927,2018.07.02,"R&B/Soul, 인디음악","이 도시는 나를 괴롭게 해 yeah
자유 속에 쳐진 바리케이드 yeah
몇 번이고 노크를 했어
don't you know
가라 앉아 버린 진실 뒤에 yeah
정보는 홍수가 돼 버렸기에 yeah
너조차 색안경을 꼈어
don't you know
이 삐딱한 사회 속 에서
삐딱한 게 잘못이라면 
난 몸을 뉘어 네게 묻겠어
너는 똑바를 것 같냐고
don't judge
you'd better wake up
or back off
세뇌 속 헤매이건
아예 헤어나던
중지를 들겠어
no thx sir
나는 저 과거에도 나였고
또 앞으로도 나일 테니 계속
hey
why you tryna piss on me
i don't know what you want yeah
why you tryna piss on me 
and fuck your opinion 
if your tryna piss on me
where's the peace peace peace
if you tryna preach on me
why you tryna piss on me
why you tryna piss on me
yeah yeah 
Stop talkin’ like that
불이 꺼진 방안 우리가 숨을 마시는 
도시는 파도에만 몸을 맡기게 해
여긴 위태로워 빙판 깨지는 순간
넌 어떻게 할지 방도를 
찾지 못하게 되지
우린 끊임없이 스스로가 아닌
스스로에게 질문하지
가라앉는 동안 내가 찾아야 할 
신은 누구고 너의 위를 떠다니는 
거짓된 바다가 진짜인지
I don’t know about that Honestly
내가 원한 건 여기 속박되어 
일부가 되는 게 아니야
나는 나 자신일 때 더욱 더 안정감 있어
그게 너에게 맘에 
들지 않는다면 다물어
난 잘 보일 생각도 휘둘릴 생각도 없어
똑바로 하라 할거면 니 자세부터 고쳐
여긴 내 필름 안이고 넌 주인공이 아냐
모두 제발 거울 봐 #fkuropinion
hey
why you tryna piss on me
i don't know what you want yeah
why you tryna piss on me 
and fuck your opinion 
if your tryna piss on me
where's the peace peace peace
if you tryna preach on me
why you tryna piss on me
why you tryna piss on me"
